filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
IMG_0197.jpg,1599448,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",21,10,"{""name"":""polyline"",""all_points_x"":[1234,1383,1390,1227],""all_points_y"":[2741,2741,2672,2680]}","{""label"":""itemPrice""}"
IMG_0197.jpg,1599448,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",21,11,"{""name"":""polyline"",""all_points_x"":[122,753,758,124],""all_points_y"":[2948,2953,2892,2882]}","{""label"":""item""}"
IMG_0197.jpg,1599448,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",21,12,"{""name"":""polyline"",""all_points_x"":[1239,1387,1387,1241],""all_points_y"":[2938,2931,2872,2877]}","{""label"":""itemPrice""}"
IMG_0197.jpg,1599448,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",21,13,"{""name"":""polyline"",""all_points_x"":[107,819,822,112],""all_points_y"":[3150,3148,3077,3082]}","{""label"":""item""}"
IMG_0197.jpg,1599448,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",21,14,"{""name"":""polyline"",""all_points_x"":[1227,1383,1387,1236],""all_points_y"":[3141,3138,3072,3077]}","{""label"":""itemPrice""}"
IMG_0197.jpg,1599448,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",21,15,"{""name"":""polyline"",""all_points_x"":[100,792,783,95],""all_points_y"":[3428,3419,3267,3287]}","{""label"":""item""}"
IMG_0197.jpg,1599448,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",21,16,"{""name"":""polyline"",""all_points_x"":[1239,1397,1390,1241],""all_points_y"":[3355,3345,3272,3282]}","{""label"":""itemPrice""}"
IMG_0197.jpg,1599448,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",21,17,"{""name"":""polyline"",""all_points_x"":[215,1398,1402,222],""all_points_y"":[3792,3788,3719,3721]}","{""label"":""total""}"
IMG_0197.jpg,1599448,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",21,18,"{""name"":""polyline"",""all_points_x"":[407,1356,1356,427],""all_points_y"":[678,693,483,441]}","{""label"":""name""}"
IMG_0197.jpg,1599448,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",21,19,"{""name"":""polyline"",""all_points_x"":[139,805,800,144],""all_points_y"":[2290,2316,2241,2234]}","{""label"":""item""}"
IMG_0197.jpg,1599448,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",21,20,"{""name"":""polyline"",""all_points_x"":[1231,1397,1387,1241],""all_points_y"":[2307,2292,2226,2234]}","{""label"":""itemPrice""}"
IMG_0194.jpg,1959559,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,0,"{""name"":""polyline"",""all_points_x"":[1753,0,0,1753],""all_points_y"":[6294,6294,0,0]}","{""label"":""dimension""}"
IMG_0194.jpg,1959559,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,1,"{""name"":""polyline"",""all_points_x"":[25,1087,1074,28],""all_points_y"":[1287,1222,1124,1222]}","{""label"":""item""}"
IMG_0194.jpg,1959559,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,2,"{""name"":""polyline"",""all_points_x"":[1052,1227,1222,1049],""all_points_y"":[1300,1300,1232,1227]}","{""label"":""itemPrice""}"
IMG_0194.jpg,1959559,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,3,"{""name"":""polyline"",""all_points_x"":[29,1088,1088,29],""all_points_y"":[1470,1412,1323,1400]}","{""label"":""item""}"
IMG_0194.jpg,1959559,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,4,"{""name"":""polyline"",""all_points_x"":[1071,1221,1226,1069],""all_points_y"":[1475,1494,1422,1414]}","{""label"":""itemPrice""}"
IMG_0194.jpg,1959559,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,5,"{""name"":""polyline"",""all_points_x"":[39,844,834,29],""all_points_y"":[1656,1589,1518,1586]}","{""label"":""item""}"
IMG_0194.jpg,1959559,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,6,"{""name"":""polyline"",""all_points_x"":[1103,1236,1231,1095],""all_points_y"":[1680,1688,1606,1601]}","{""label"":""itemPrice""}"
IMG_0194.jpg,1959559,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,7,"{""name"":""polyline"",""all_points_x"":[29,1071,1071,39],""all_points_y"":[1850,1806,1707,1751]}","{""label"":""item""}"
IMG_0194.jpg,1959559,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,8,"{""name"":""polyline"",""all_points_x"":[1086,1255,1250,1081],""all_points_y"":[1879,1876,1797,1804]}","{""label"":""itemPrice""}"
IMG_0194.jpg,1959559,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,9,"{""name"":""polyline"",""all_points_x"":[31,583,575,22],""all_points_y"":[2031,1990,1905,1963]}","{""label"":""item""}"
IMG_0194.jpg,1959559,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,10,"{""name"":""polyline"",""all_points_x"":[1117,1250,1250,1105],""all_points_y"":[2012,2000,1920,1939]}","{""label"":""itemPrice""}"
IMG_0194.jpg,1959559,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,11,"{""name"":""polyline"",""all_points_x"":[186,1277,1265,186],""all_points_y"":[2338,2325,2257,2270]}","{""label"":""total""}"
IMG_0194.jpg,1959559,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,12,"{""name"":""polyline"",""all_points_x"":[67,1346,1341,67],""all_points_y"":[773,731,553,558]}","{""label"":""name""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,0,"{""name"":""polyline"",""all_points_x"":[1145,0,0,1145],""all_points_y"":[6404,6404,0,0]}","{""label"":""dimension""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,1,"{""name"":""polyline"",""all_points_x"":[199,995,1000,207],""all_points_y"":[655,650,433,463]}","{""label"":""name""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,2,"{""name"":""polyline"",""all_points_x"":[27,401,392,22],""all_points_y"":[2068,2059,1997,2014]}","{""label"":""item""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,3,"{""name"":""polyline"",""all_points_x"":[904,1034,1024,909],""all_points_y"":[2061,2046,1995,2004]}","{""label"":""itemPrice""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,4,"{""name"":""polyline"",""all_points_x"":[28,282,274,26],""all_points_y"":[2119,2110,2062,2070]}","{""label"":""item""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,5,"{""name"":""polyline"",""all_points_x"":[906,1030,1023,906],""all_points_y"":[2111,2102,2051,2061]}","{""label"":""itemPrice""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,6,"{""name"":""polyline"",""all_points_x"":[23,420,417,26],""all_points_y"":[2176,2164,2110,2119]}","{""label"":""item""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,7,"{""name"":""polyline"",""all_points_x"":[917,1030,1028,913],""all_points_y"":[2164,2158,2104,2110]}","{""label"":""itemPrice""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,8,"{""name"":""polyline"",""all_points_x"":[25,534,531,23],""all_points_y"":[2225,2216,2162,2181]}","{""label"":""item""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,9,"{""name"":""polyline"",""all_points_x"":[913,1025,1023,922],""all_points_y"":[2213,2212,2158,2165]}","{""label"":""itemPrice""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,10,"{""name"":""polyline"",""all_points_x"":[29,593,589,20],""all_points_y"":[2336,2327,2213,2227]}","{""label"":""item""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,11,"{""name"":""polyline"",""all_points_x"":[916,1023,1025,913],""all_points_y"":[2273,2272,2213,2213]}","{""label"":""itemPrice""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,12,"{""name"":""polyline"",""all_points_x"":[14,810,808,15],""all_points_y"":[2447,2438,2330,2335]}","{""label"":""item""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,13,"{""name"":""polyline"",""all_points_x"":[913,1028,1026,916],""all_points_y"":[2378,2379,2325,2325]}","{""label"":""itemPrice""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,14,"{""name"":""polyline"",""all_points_x"":[29,445,448,28],""all_points_y"":[2607,2595,2541,2555]}","{""label"":""item""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,15,"{""name"":""polyline"",""all_points_x"":[917,1030,1033,913],""all_points_y"":[2601,2596,2538,2539]}","{""label"":""itemPrice""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,16,"{""name"":""polyline"",""all_points_x"":[38,591,583,29],""all_points_y"":[2721,2701,2592,2612]}","{""label"":""item""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,17,"{""name"":""polyline"",""all_points_x"":[919,1033,1031,920],""all_points_y"":[2653,2653,2596,2602]}","{""label"":""itemPrice""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,18,"{""name"":""polyline"",""all_points_x"":[28,563,562,37],""all_points_y"":[2832,2822,2704,2722]}","{""label"":""item""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,19,"{""name"":""polyline"",""all_points_x"":[916,1034,1033,916],""all_points_y"":[2767,2767,2707,2704]}","{""label"":""itemPrice""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,20,"{""name"":""polyline"",""all_points_x"":[89,432,431,88],""all_points_y"":[2943,2939,2826,2830]}","{""label"":""item""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,21,"{""name"":""polyline"",""all_points_x"":[916,1028,1030,919],""all_points_y"":[2878,2873,2810,2813]}","{""label"":""itemPrice""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,22,"{""name"":""polyline"",""all_points_x"":[48,606,593,42],""all_points_y"":[3161,3150,3035,3044]}","{""label"":""item""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,23,"{""name"":""polyline"",""all_points_x"":[916,1017,1011,916],""all_points_y"":[3090,3081,3023,3032]}","{""label"":""itemPrice""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,24,"{""name"":""polyline"",""all_points_x"":[117,459,457,103],""all_points_y"":[3264,3261,3152,3158]}","{""label"":""item""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,25,"{""name"":""polyline"",""all_points_x"":[900,1019,1011,902],""all_points_y"":[3193,3189,3121,3135]}","{""label"":""itemPrice""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,26,"{""name"":""polyline"",""all_points_x"":[45,546,537,48],""all_points_y"":[3429,3421,3364,3367]}","{""label"":""item""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,27,"{""name"":""polyline"",""all_points_x"":[899,1019,1017,899],""all_points_y"":[3409,3404,3355,3353]}","{""label"":""itemPrice""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,28,"{""name"":""polyline"",""all_points_x"":[49,600,608,45],""all_points_y"":[3590,3583,3529,3533]}","{""label"":""item""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,29,"{""name"":""polyline"",""all_points_x"":[897,1017,1023,910],""all_points_y"":[3570,3567,3512,3518]}","{""label"":""itemPrice""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,30,"{""name"":""polyline"",""all_points_x"":[43,599,600,43],""all_points_y"":[3814,3798,3690,3698]}","{""label"":""item""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,31,"{""name"":""polyline"",""all_points_x"":[876,1020,1016,876],""all_points_y"":[3740,3730,3672,3684]}","{""label"":""itemPrice""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,32,"{""name"":""polyline"",""all_points_x"":[57,583,583,45],""all_points_y"":[4032,4020,3901,3918]}","{""label"":""item""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,33,"{""name"":""polyline"",""all_points_x"":[905,1026,1030,919],""all_points_y"":[3958,3961,3903,3904]}","{""label"":""itemPrice""}"
IMG_0193.jpg,1475410,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,34,"{""name"":""polyline"",""all_points_x"":[152,1059,1051,155],""all_points_y"":[4320,4313,4243,4265]}","{""label"":""total""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,0,"{""name"":""polyline"",""all_points_x"":[3188,0,0,3188],""all_points_y"":[4416,4416,0,0]}","{""label"":""dimension""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,1,"{""name"":""polyline"",""all_points_x"":[368,2930,2958,436],""all_points_y"":[261,204,0,23]}","{""label"":""name""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,2,"{""name"":""polyline"",""all_points_x"":[238,2108,2104,247],""all_points_y"":[1071,1029,935,986]}","{""label"":""item""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,3,"{""name"":""polyline"",""all_points_x"":[2827,3043,3031,2835],""all_points_y"":[1033,1029,918,918]}","{""label"":""itemPrice""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,4,"{""name"":""polyline"",""all_points_x"":[234,2117,2091,242],""all_points_y"":[1169,1139,1037,1071]}","{""label"":""item""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,5,"{""name"":""polyline"",""all_points_x"":[2839,3043,3035,2831],""all_points_y"":[1122,1131,1020,1037]}","{""label"":""itemPrice""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,6,"{""name"":""polyline"",""all_points_x"":[225,2121,2113,234],""all_points_y"":[1284,1241,1135,1169]}","{""label"":""item""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,7,"{""name"":""polyline"",""all_points_x"":[2839,3048,3035,2835],""all_points_y"":[1237,1233,1122,1139]}","{""label"":""itemPrice""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,8,"{""name"":""polyline"",""all_points_x"":[213,2121,2121,221],""all_points_y"":[1369,1343,1250,1284]}","{""label"":""item""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,9,"{""name"":""polyline"",""all_points_x"":[2852,3048,3048,2835],""all_points_y"":[1343,1339,1233,1233]}","{""label"":""itemPrice""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,10,"{""name"":""polyline"",""all_points_x"":[191,2113,2113,200],""all_points_y"":[1488,1454,1356,1386]}","{""label"":""item""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,11,"{""name"":""polyline"",""all_points_x"":[2852,3056,3052,2852],""all_points_y"":[1445,1454,1335,1343]}","{""label"":""itemPrice""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,12,"{""name"":""polyline"",""all_points_x"":[187,2104,2108,200],""all_points_y"":[1585,1564,1454,1488]}","{""label"":""item""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,13,"{""name"":""polyline"",""all_points_x"":[2852,3065,3052,2856],""all_points_y"":[1551,1551,1454,1454]}","{""label"":""itemPrice""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,14,"{""name"":""polyline"",""all_points_x"":[191,2104,2104,183],""all_points_y"":[1692,1683,1556,1590]}","{""label"":""item""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,15,"{""name"":""polyline"",""all_points_x"":[2869,3082,3065,2865],""all_points_y"":[1675,1658,1539,1556]}","{""label"":""itemPrice""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,16,"{""name"":""polyline"",""all_points_x"":[177,2108,2096,179],""all_points_y"":[1797,1768,1683,1700]}","{""label"":""item""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,17,"{""name"":""polyline"",""all_points_x"":[2878,3073,3069,2865],""all_points_y"":[1768,1768,1649,1666]}","{""label"":""itemPrice""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,18,"{""name"":""polyline"",""all_points_x"":[174,2113,2108,179],""all_points_y"":[1904,1892,1768,1794]}","{""label"":""item""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,19,"{""name"":""polyline"",""all_points_x"":[2869,3077,3065,2873],""all_points_y"":[1887,1879,1768,1781]}","{""label"":""itemPrice""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,20,"{""name"":""polyline"",""all_points_x"":[166,2117,2108,179],""all_points_y"":[2015,2006,1892,1900]}","{""label"":""item""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,21,"{""name"":""polyline"",""all_points_x"":[2882,3086,3077,2878],""all_points_y"":[2006,1998,1879,1896]}","{""label"":""itemPrice""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,22,"{""name"":""polyline"",""all_points_x"":[149,2117,2113,166],""all_points_y"":[2121,2117,2015,2032]}","{""label"":""item""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,23,"{""name"":""polyline"",""all_points_x"":[2878,3086,3086,2890],""all_points_y"":[2104,2108,1998,2006]}","{""label"":""itemPrice""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,24,"{""name"":""polyline"",""all_points_x"":[141,2114,2114,150],""all_points_y"":[2236,2227,2121,2125]}","{""label"":""item""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,25,"{""name"":""polyline"",""all_points_x"":[2895,3099,3086,2895],""all_points_y"":[2223,2219,2108,2108]}","{""label"":""itemPrice""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,26,"{""name"":""polyline"",""all_points_x"":[115,2113,2113,149],""all_points_y"":[2355,2329,2236,2232]}","{""label"":""item""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,27,"{""name"":""polyline"",""all_points_x"":[2903,3099,3094,2886],""all_points_y"":[2342,2334,2219,2227]}","{""label"":""itemPrice""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,28,"{""name"":""polyline"",""all_points_x"":[123,2117,2113,128],""all_points_y"":[2457,2453,2338,2351]}","{""label"":""item""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,29,"{""name"":""polyline"",""all_points_x"":[2895,3111,3099,2903],""all_points_y"":[2457,2448,2338,2342]}","{""label"":""itemPrice""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,30,"{""name"":""polyline"",""all_points_x"":[102,2121,2113,119],""all_points_y"":[2576,2576,2448,2461]}","{""label"":""item""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,31,"{""name"":""polyline"",""all_points_x"":[2899,3116,3107,2895],""all_points_y"":[2576,2572,2453,2461]}","{""label"":""itemPrice""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,32,"{""name"":""polyline"",""all_points_x"":[98,2125,2125,94],""all_points_y"":[2703,2703,2580,2580]}","{""label"":""item""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,33,"{""name"":""polyline"",""all_points_x"":[2895,3124,3116,2895],""all_points_y"":[2686,2699,2572,2576]}","{""label"":""itemPrice""}"
IMG_0192.jpg,2302071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",35,34,"{""name"":""polyline"",""all_points_x"":[1360,2987,2995,1347],""all_points_y"":[3239,3219,3103,3107]}","{""label"":""total""}"
IMG_0191.jpg,1658852,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,0,"{""name"":""polyline"",""all_points_x"":[2312,0,0,2312],""all_points_y"":[5551,5551,0,0]}","{""label"":""dimension""}"
IMG_0191.jpg,1658852,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,1,"{""name"":""polyline"",""all_points_x"":[319,1905,1897,308],""all_points_y"":[595,517,51,110]}","{""label"":""name""}"
IMG_0191.jpg,1658852,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,2,"{""name"":""polyline"",""all_points_x"":[139,1171,1156,147],""all_points_y"":[3453,3398,3281,3347]}","{""label"":""item""}"
IMG_0191.jpg,1658852,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,3,"{""name"":""polyline"",""all_points_x"":[1747,2029,2022,1736],""all_points_y"":[3376,3358,3259,3273]}","{""label"":""itemPrice""}"
IMG_0191.jpg,1658852,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,4,"{""name"":""polyline"",""all_points_x"":[158,1215,1200,143],""all_points_y"":[3663,3596,3391,3457]}","{""label"":""item""}"
IMG_0191.jpg,1658852,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,5,"{""name"":""polyline"",""all_points_x"":[1791,2029,2026,1791],""all_points_y"":[3468,3457,3365,3373]}","{""label"":""itemPrice""}"
IMG_0191.jpg,1658852,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,6,"{""name"":""polyline"",""all_points_x"":[165,1226,1222,150],""all_points_y"":[3978,3890,3780,3861]}","{""label"":""item""}"
IMG_0191.jpg,1658852,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,7,"{""name"":""polyline"",""all_points_x"":[1809,2037,2022,1817],""all_points_y"":[3883,3861,3758,3780]}","{""label"":""itemPrice""}"
IMG_0191.jpg,1658852,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,8,"{""name"":""polyline"",""all_points_x"":[172,1229,1229,176],""all_points_y"":[4066,4000,3894,3978]}","{""label"":""item""}"
IMG_0191.jpg,1658852,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,9,"{""name"":""polyline"",""all_points_x"":[1831,2044,2044,1820],""all_points_y"":[3971,3960,3864,3886]}","{""label"":""itemPrice""}"
IMG_0191.jpg,1658852,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,10,"{""name"":""polyline"",""all_points_x"":[172,807,815,169],""all_points_y"":[4176,4136,4037,4074]}","{""label"":""item""}"
IMG_0191.jpg,1658852,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,11,"{""name"":""polyline"",""all_points_x"":[1831,2048,2044,1824],""all_points_y"":[4074,4059,3960,3971]}","{""label"":""itemPrice""}"
IMG_0191.jpg,1658852,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,12,"{""name"":""polyline"",""all_points_x"":[180,1127,1119,176],""all_points_y"":[4275,4206,4096,4165]}","{""label"":""item""}"
IMG_0191.jpg,1658852,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,13,"{""name"":""polyline"",""all_points_x"":[1835,2059,2044,1831],""all_points_y"":[4180,4169,4055,4085]}","{""label"":""itemPrice""}"
IMG_0191.jpg,1658852,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,14,"{""name"":""polyline"",""all_points_x"":[172,1189,1185,180],""all_points_y"":[4565,4481,4385,4477]}","{""label"":""item""}"
IMG_0191.jpg,1658852,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,15,"{""name"":""polyline"",""all_points_x"":[1835,2070,2051,1831],""all_points_y"":[4477,4452,4341,4389]}","{""label"":""itemPrice""}"
IMG_0191.jpg,1658852,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,16,"{""name"":""polyline"",""all_points_x"":[401,2066,2071,393],""all_points_y"":[4763,4672,4560,4646]}","{""label"":""total""}"
1025-receipt.jpg,183719,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,0,"{""name"":""polyline"",""all_points_x"":[890,0,0,890],""all_points_y"":[1200,1200,0,0]}","{""label"":""dimension""}"
1025-receipt.jpg,183719,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,1,"{""name"":""polyline"",""all_points_x"":[227,336,336,227],""all_points_y"":[54,53,24,25]}","{""label"":""name""}"
1025-receipt.jpg,183719,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,2,"{""name"":""polyline"",""all_points_x"":[131,357,355,133],""all_points_y"":[339,338,309,306]}","{""label"":""item""}"
1025-receipt.jpg,183719,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,3,"{""name"":""polyline"",""all_points_x"":[625,687,686,624],""all_points_y"":[334,333,298,301]}","{""label"":""itemPrice""}"
1025-receipt.jpg,183719,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,4,"{""name"":""polyline"",""all_points_x"":[156,393,391,162],""all_points_y"":[413,413,381,380]}","{""label"":""item""}"
1025-receipt.jpg,183719,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,5,"{""name"":""polyline"",""all_points_x"":[629,688,689,628],""all_points_y"":[405,405,371,374]}","{""label"":""itemPrice""}"
1025-receipt.jpg,183719,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,6,"{""name"":""polyline"",""all_points_x"":[157,347,346,159],""all_points_y"":[449,448,418,418]}","{""label"":""item""}"
1025-receipt.jpg,183719,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,7,"{""name"":""polyline"",""all_points_x"":[632,693,691,632],""all_points_y"":[442,441,409,410]}","{""label"":""itemPrice""}"
1025-receipt.jpg,183719,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,8,"{""name"":""polyline"",""all_points_x"":[123,698,697,125],""all_points_y"":[608,596,562,573]}","{""label"":""total""}"
